title,year,pages,key_words,abstract,DOI,type
Design principles for the glycoprotein quality control pathway.,2021.0,29,Computer Architecture|MLOps|Languages & Compilers|Data Processing|Operating Systems|Indexing|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Data Modeling,Design principles for the glycoprotein quality control pathway.,journals/ploscb/BrownK21,short paper
An Upper Bound for Ramanujan Primes.,2014.0,28,MLOps|Data Processing|Languages & Compilers|Computer Networking|Indexing|Big Data|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Machine Learning,An Upper Bound for Ramanujan Primes.,journals/int/Srinivasan14,poster
On a Free Boundary Problem for a Strongly Degenerate Quasi-Linear Parabolic Equation with an Application to a Model of Pressure Filtration.,2002.0,28,Databases|Computer Architecture|Computer Networking|MLOps|Languages & Compilers|Distributed Systems|Hardware|Data Science|Databases|Machine Learning,On a Free Boundary Problem for a Strongly Degenerate Quasi-Linear Parabolic Equation with an Application to a Model of Pressure Filtration.,journals/siamma/BurgerFK02,demo paper
Theoretical development of a probabilistic fuzzy model for opinion formation in social networks.,2023.0,14,Indexing|MLOps|Languages & Compilers|Data Science,Theoretical development of a probabilistic fuzzy model for opinion formation in social networks.,journals/fss/BashariA23,poster
Workshop on multi-dimensional separation of concerns in software engineering.,2001.0,11,Databases|Computer Networking|Data Processing|Languages & Compilers|Indexing|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning,Workshop on multi-dimensional separation of concerns in software engineering.,journals/sigsoft/TarrHOFNP01,demo paper
Joint segmentation and classification of retinal arteries/veins from fundus images.,2019.0,28,Computer Architecture|Data Processing|Indexing|Big Data|Mathematics for Computer Science|Hardware|Data Science|Databases,Joint segmentation and classification of retinal arteries/veins from fundus images.,journals/artmed/GirardKC19,demo paper
Correction of Wavefront Tilt Caused by Atmospheric Turbulence Using Quadrant Detectors for Enabling Fast Free-Space Quantum Communications in Daylight.,2018.0,22,Databases|Computer Architecture|MLOps|Computer Networking|Languages & Compilers|Operating Systems|Indexing|Big Data|Data Science|Databases|Machine Learning,Correction of Wavefront Tilt Caused by Atmospheric Turbulence Using Quadrant Detectors for Enabling Fast Free-Space Quantum Communications in Daylight.,journals/access/FernandezGOC18,demo paper
Real-time multiview data fusion for object tracking with RGBD sensors.,2016.0,12,Computer Architecture|Data Processing|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Data Science|Databases|Data Modeling,Real-time multiview data fusion for object tracking with RGBD sensors.,journals/robotica/AmamraA16,poster
Unsupervised Deep Joint Segmentation of Multitemporal High-Resolution Images.,2020.0,17,Computer Architecture|MLOps|Languages & Compilers|Computer Networking|Operating Systems|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Databases,Unsupervised Deep Joint Segmentation of Multitemporal High-Resolution Images.,journals/tgrs/SahaMQZBB20,short paper
Guest Editors' Introduction: Special Issue on Cloud of Clouds.,2014.0,27,Databases|Languages & Compilers|Data Processing|Operating Systems|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Data Modeling,Guest Editors' Introduction: Special Issue on Cloud of Clouds.,journals/tc/VeeravalliP14,poster
MDP-based handover policy in wireless relay systems.,2012.0,24,Indexing|Machine Learning|Mathematics for Computer Science,MDP-based handover policy in wireless relay systems.,journals/ejwcn/DangWC12,poster
HanLP-Based Technology Function Matrix Construction on Chinese Process Patents.,2020.0,19,Databases|Computer Architecture|Computer Networking|MLOps|Computer Science|Information Systems|Hardware,HanLP-Based Technology Function Matrix Construction on Chinese Process Patents.,journals/ijmcmc/YangR20,demo paper
NFS-cc: tuning NFS for concurrent read sharing.,2004.0,27,Computer Architecture|Languages & Compilers|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,NFS-cc: tuning NFS for concurrent read sharing.,journals/ijhpcn/XuF04,demo paper
Publishing Artificial Intelligence Research Papers: A Tale of Three Journals.,2021.0,10,Databases|Computer Architecture|Data Processing|Languages & Compilers|Operating Systems|Indexing|Mathematics for Computer Science|Information Systems|Databases,Publishing Artificial Intelligence Research Papers: A Tale of Three Journals.,journals/artmed/ShortliffePCCV21,poster
Literate specifications.,1996.0,13,Databases|Indexing|Big Data|Distributed Systems|Computer Science|Information Systems|Data Modeling,Literate specifications.,journals/iee/Johnson96,short paper
An Operational Approach To Program Design.,2003.0,21,Databases|Computer Architecture|MLOps|Computer Networking|Languages & Compilers|Computer Science|Mathematics for Computer Science|Information Systems|Data Science|Data Modeling,An Operational Approach To Program Design.,journals/ijcss/RocchiH03,poster
Independent Updates and Incremental Agreement in Replicated Databases.,1995.0,21,Languages & Compilers|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Data Modeling,Independent Updates and Incremental Agreement in Replicated Databases.,journals/dpd/CeriHKS95,full paper
Creating Face Models from Vague Mental Images.,2006.0,29,Computer Architecture|Data Science|Data Processing,Creating Face Models from Vague Mental Images.,journals/cgf/BlanzAHS06,poster
Critical diversity dimensions influencing effective diverse workforce: a grey-DEMATEL approach.,2021.0,17,Languages & Compilers|Computer Science|Information Systems|Databases|Data Modeling,Critical diversity dimensions influencing effective diverse workforce: a grey-DEMATEL approach.,journals/ijads/BaafiXM21,short paper
Solution algorithms for the generalized train unit shunting problem.,2021.0,18,Databases|Languages & Compilers|Data Processing|Operating Systems|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Machine Learning,Solution algorithms for the generalized train unit shunting problem.,journals/ejtl/KamengaPRM21,poster
Impact of Factors Influencing Cyber Threats on Autonomous Vehicles.,2021.0,14,Computer Architecture|Computer Networking|Languages & Compilers|MLOps|Big Data|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Modeling,Impact of Factors Influencing Cyber Threats on Autonomous Vehicles.,journals/aai/SeetharamanPJSS21,short paper
Guest Editors' Introduction: Special Issue on Autonomous Systems Design.,2022.0,24,Computer Science|Data structures & Algorithms|Data Science|Databases|Data Modeling,Guest Editors' Introduction: Special Issue on Autonomous Systems Design.,journals/dt/SaidiZDE22,demo paper
Application of adaptive multilevel splitting to high-dimensional dynamical systems.,2021.0,17,Databases|MLOps|Languages & Compilers|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science|Databases,Application of adaptive multilevel splitting to high-dimensional dynamical systems.,journals/jcphy/BaarsCWD21,demo paper
Penalised spline estimation for generalised partially linear single-index models.,2017.0,15,Computer Architecture|MLOps|Languages & Compilers|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data Science,Penalised spline estimation for generalised partially linear single-index models.,journals/sac/YuWZ17,demo paper
Improving the Adversarial Robustness for Speaker Verification by Self-Supervised Learning.,2022.0,15,Computer Architecture|Languages & Compilers|Computer Science|Information Systems|Data Science|Machine Learning|Data Modeling,Improving the Adversarial Robustness for Speaker Verification by Self-Supervised Learning.,journals/taslp/WuLLWML22,short paper
Are Malware Detection Classifiers Adversarially Vulnerable to Actor-Critic based Evasion Attacks?,2022.0,29,Databases|Computer Architecture|MLOps|Data Processing|Languages & Compilers|Computer Networking|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Hardware|Data Science|Databases|Data Modeling,Are Malware Detection Classifiers Adversarially Vulnerable to Actor-Critic based Evasion Attacks?,journals/sis/RathoreSSS22,poster
Sample size estimation in diagnostic test studies of biomedical informatics.,2014.0,21,Databases|Computer Architecture|Computer Networking|Data Processing|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases|Data Modeling,Sample size estimation in diagnostic test studies of biomedical informatics.,journals/jbi/Hajian-Tilaki14,poster
On rank of block Hankel matrix for 2-D frequency detection and estimation.,1996.0,12,Databases|Computer Architecture|Operating Systems|Indexing|Data structures & Algorithms|Machine Learning|Data Modeling,On rank of block Hankel matrix for 2-D frequency detection and estimation.,journals/tsp/YangH96,demo paper
Harmonisierung divergierender organisationaler Kulturen in öffentlich-privaten IT-Partnerschaften.,2012.0,29,Computer Architecture|MLOps|Indexing|Big Data|Distributed Systems|Computer Science|Information Systems|Data structures & Algorithms|Data Science|Databases,Harmonisierung divergierender organisationaler Kulturen in öffentlich-privaten IT-Partnerschaften.,journals/wi/MarschollekB12,full paper
Initial Boundary Value Problem for Model Equations of Resistive Drift Wave Turbulence.,2011.0,27,Databases|Computer Architecture|MLOps|Data Processing|Languages & Compilers|Operating Systems|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Databases|Machine Learning,Initial Boundary Value Problem for Model Equations of Resistive Drift Wave Turbulence.,journals/siamma/KondoT11,demo paper
A constructive approach to examination timetabling based on adaptive decomposition and ordering.,2014.0,20,Computer Networking|MLOps|Operating Systems|Distributed Systems|Hardware,A constructive approach to examination timetabling based on adaptive decomposition and ordering.,journals/anor/RahmanBBMO14,short paper
Ranking configuration parameters in multi-tiered e-commerce sites.,2004.0,18,Languages & Compilers|Big Data|Computer Science|Data structures & Algorithms|Data Science|Machine Learning,Ranking configuration parameters in multi-tiered e-commerce sites.,journals/sigmetrics/Sopitkamol04,demo paper
High-Level Synthesis of Number-Theoretic Transform: A Case Study for Future Cryptosystems.,2020.0,29,Computer Architecture|Computer Networking|Operating Systems|Indexing|Distributed Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms,High-Level Synthesis of Number-Theoretic Transform: A Case Study for Future Cryptosystems.,journals/esl/OzcanA20,full paper
Almost Lyapunov functions for nonlinear systems.,2020.0,20,Computer Architecture|MLOps|Data Processing|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Machine Learning|Data Modeling,Almost Lyapunov functions for nonlinear systems.,journals/automatica/LiuLZ20,poster
On nonmetric similarity search problems in complex domains.,2011.0,16,Computer Architecture|MLOps|Data Processing|Computer Networking|Indexing|Big Data|Information Systems|Data Science|Databases,On nonmetric similarity search problems in complex domains.,journals/csur/SkopalB11,full paper
A DEA approach for evaluating the efficiency and effectiveness of urban transit systems.,2004.0,21,Databases|Data Processing|Operating Systems|Big Data|Distributed Systems|Mathematics for Computer Science,A DEA approach for evaluating the efficiency and effectiveness of urban transit systems.,journals/eor/Karlaftis04,short paper
"The Yale human grasping dataset: Grasp, object, and task data in household and machine shop environments.",2015.0,19,Computer Networking|Data Processing|Operating Systems|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,"The Yale human grasping dataset: Grasp, object, and task data in household and machine shop environments.",journals/ijrr/BullockFD15,full paper
"Review of ""Concurrent and real-time systems: the CSP approach"" by Steve Schneider. Wiley 1999.",2004.0,18,Databases|Computer Architecture|MLOps|Languages & Compilers|Data Processing|Distributed Systems|Computer Science|Mathematics for Computer Science|Hardware|Data Science|Databases|Machine Learning|Data Modeling,"Review of ""Concurrent and real-time systems: the CSP approach"" by Steve Schneider. Wiley 1999.",journals/sigact/Petride04,full paper
Interference alignment in K-user multiple-input-multiple-output interference channels with partially coordinated receivers.,2014.0,18,Databases|Computer Architecture|Computer Networking|Languages & Compilers|MLOps|Indexing|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Databases,Interference alignment in K-user multiple-input-multiple-output interference channels with partially coordinated receivers.,journals/iet-com/RazaviR14,short paper
Design and application of integrated parabolic soft actuator.,2019.0,18,Databases|Computer Architecture|Computer Networking|Indexing|Distributed Systems|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Design and application of integrated parabolic soft actuator.,journals/irob/LiuWC19,full paper
Formal solutions of singularly-perturbed linear differential systems.,2019.0,17,Databases|Computer Architecture|Computer Networking|Data Processing|MLOps|Operating Systems|Computer Science|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Formal solutions of singularly-perturbed linear differential systems.,journals/jsc/BarkatouM19,short paper
Computing-in-Memory for Performance and Energy-Efficient Homomorphic Encryption.,2020.0,17,Databases|Computer Architecture|MLOps|Data Processing|Information Systems|Data structures & Algorithms|Hardware|Data Science,Computing-in-Memory for Performance and Energy-Efficient Homomorphic Encryption.,journals/tvlsi/ReisTJNH20,full paper
Analytical Methods for CDMA Systems with Parallel Interference Cancellation: The Large Deviation Approach.,2002.0,22,Databases|Computer Architecture|Languages & Compilers|Data Processing|Operating Systems|Distributed Systems|Information Systems|Data structures & Algorithms|Data Science|Machine Learning,Analytical Methods for CDMA Systems with Parallel Interference Cancellation: The Large Deviation Approach.,journals/wpc/KlokHH02,short paper
Affinity Propagation Clustering of Measurements for Multiple Extended Target Tracking.,2015.0,26,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Indexing|Big Data|Information Systems|Hardware|Data Science|Databases|Data Modeling,Affinity Propagation Clustering of Measurements for Multiple Extended Target Tracking.,journals/sensors/ZhangW15,demo paper
Fast and Reliable Estimation of Multiple Parametric Images Using an Integrated Method for Dynamic SPECT.,2007.0,28,Computer Architecture|MLOps|Languages & Compilers|Operating Systems|Mathematics for Computer Science|Information Systems|Data Science|Databases|Data Modeling,Fast and Reliable Estimation of Multiple Parametric Images Using an Integrated Method for Dynamic SPECT.,journals/tmi/WenEFCB07,demo paper
A high-resolution method for the depth-integrated solute transport equation based on an unstructured mesh.,2013.0,15,Computer Architecture|MLOps|Data Processing|Computer Networking|Big Data|Distributed Systems|Information Systems|Data Modeling,A high-resolution method for the depth-integrated solute transport equation based on an unstructured mesh.,journals/envsoft/KongXSSL13,demo paper
ggparliament: A ggplot2 extension for parliament plots in R.,2019.0,22,Computer Architecture|MLOps|Languages & Compilers|Operating Systems|Big Data|Computer Science|Data structures & Algorithms|Data Science|Databases,ggparliament: A ggplot2 extension for parliament plots in R.,journals/jossw/MeersHL19,demo paper
Encode Imaging System Parameters as Distribution to Improve Reflection Generation and Removal.,2021.0,14,Databases|Computer Architecture|Computer Networking|Languages & Compilers|Big Data|Distributed Systems|Mathematics for Computer Science|Hardware|Data Science|Machine Learning|Data Modeling,Encode Imaging System Parameters as Distribution to Improve Reflection Generation and Removal.,journals/spl/ZhuWCLZ21,demo paper
miR-196a-2 Promotes Malignant Progression of Thyroid Carcinoma by Targeting NRXN1.,2021.0,15,Databases|Computer Architecture|MLOps|Languages & Compilers|Data Processing|Operating Systems|Computer Networking|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Data Science|Data Modeling,miR-196a-2 Promotes Malignant Progression of Thyroid Carcinoma by Targeting NRXN1.,journals/cmmm/FanFLGZDW21,poster
Universal Synchronous Rectification Scheme for LLC Resonant Converter Using Primary-Side Inductor Voltage.,2023.0,15,Computer Architecture|Data Processing|Operating Systems|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Hardware|Databases|Machine Learning,Universal Synchronous Rectification Scheme for LLC Resonant Converter Using Primary-Side Inductor Voltage.,journals/tie/SunSWZZW23,demo paper
Monocular Semidirect Visual Odometry for Large-Scale Outdoor Localization.,2019.0,22,MLOps|Languages & Compilers|Data Processing|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware,Monocular Semidirect Visual Odometry for Large-Scale Outdoor Localization.,journals/access/QiYLXZC19,poster
Improving Human Decision Making through Case-Based Decision Aiding.,1991.0,12,Computer Architecture|Computer Networking|Data Processing|Indexing|Information Systems|Data structures & Algorithms|Machine Learning,Improving Human Decision Making through Case-Based Decision Aiding.,journals/aim/Kolodner91,short paper
An efficient weak sharpening detection method for image forensics.,2018.0,21,Computer Architecture|MLOps|Computer Networking|Distributed Systems|Information Systems|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,An efficient weak sharpening detection method for image forensics.,journals/jvcir/DingZDS18,demo paper
Flexible Transaction Dependencies in Database Systems.,2000.0,11,Computer Architecture|Languages & Compilers|Operating Systems|Big Data|Distributed Systems|Information Systems|Data structures & Algorithms|Machine Learning,Flexible Transaction Dependencies in Database Systems.,journals/dpd/ManciniRJB00,full paper
Professional ethics and social responsibility: military work and peacebuilding.,2022.0,18,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Machine Learning|Data Modeling,Professional ethics and social responsibility: military work and peacebuilding.,journals/ais/Hersh22,full paper
Allowing for the effect of data binning in a Bayesian Normal mixture model.,2010.0,19,Databases|Computer Networking|Languages & Compilers|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms|Data Science|Databases|Machine Learning|Data Modeling,Allowing for the effect of data binning in a Bayesian Normal mixture model.,journals/csda/AlstonM10,short paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,2011.0,21,Databases|Computer Networking|Languages & Compilers|Operating Systems|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Databases|Data Modeling,Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,journals/ijbc/ZhangC11,full paper
Monotonicity properties of wholesale price contracts.,2008.0,14,Databases|Computer Networking|Data Processing|Operating Systems|Distributed Systems|Computer Science|Mathematics for Computer Science|Hardware|Data Modeling,Monotonicity properties of wholesale price contracts.,journals/mss/Tilson08,demo paper
Distance Oracles beyond the Thorup-Zwick Bound.,2014.0,10,Databases|Computer Architecture|Languages & Compilers|Indexing|Big Data|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Databases|Data Modeling,Distance Oracles beyond the Thorup-Zwick Bound.,journals/siamcomp/PatrascuR14,short paper
Maximum semi-matching problem in bipartite graphs.,2013.0,19,Databases|Computer Architecture|Data Processing|Operating Systems|Data Science,Maximum semi-matching problem in bipartite graphs.,journals/dmgt/KatrenicS13,poster
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,2007.0,28,Computer Architecture|Languages & Compilers|Operating Systems|Indexing|Information Systems|Hardware|Data Science|Databases|Data Modeling,MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,journals/eswa/KwonKL07,short paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,2007.0,20,Computer Networking|Languages & Compilers|Operating Systems|Information Systems|Data Science|Databases|Machine Learning|Data Modeling,Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,journals/stt/Massen07,poster
Problem 11378.,2008.0,26,Computer Architecture|MLOps|Computer Networking|Big Data|Data structures & Algorithms|Data Science|Data Modeling,Problem 11378.,journals/tamm/Troy08,poster
Software Productivity in DevOps.,2019.0,26,MLOps|Data Processing|Operating Systems|Big Data|Information Systems|Hardware|Data Science,Software Productivity in DevOps.,journals/jsw/LiuQZF19,poster
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,2010.0,11,Computer Architecture|Computer Networking|Data Processing|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science,SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,journals/ijesma/PetrovaY10,poster
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,2007.0,21,Computer Architecture|MLOps|Data Processing|Languages & Compilers|Big Data|Mathematics for Computer Science|Information Systems,Improving amplify-and-forward relay networks: optimal power allocation versus selection.,journals/twc/ZhaoAL07,demo paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,2017.0,29,Databases|Computer Architecture|Computer Networking|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Machine Learning,Updating the Agenda for Academic Libraries and Scholarly Communications.,journals/crl/Lynch17,short paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,2006.0,27,Computer Architecture|MLOps|Data Processing|Indexing|Big Data|Distributed Systems|Mathematics for Computer Science|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,journals/itse/Wald06,poster
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,2020.0,11,Databases|Distributed Systems|Computer Science|Hardware|Data Science,An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,journals/mta/MoridvaisiRPD20,demo paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,2010.0,12,Computer Architecture|Languages & Compilers|Big Data|Databases|Machine Learning,An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,journals/eor/ZachariadisTK10,short paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,2019.0,13,Computer Networking|Data Processing|Languages & Compilers|Operating Systems|MLOps|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms,Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,journals/pacmhci/JensenAB19,short paper
Localized measurement of image fractal dimension using gabor filters.,1991.0,21,Data Processing|Indexing|Distributed Systems|Hardware|Data Science|Databases|Machine Learning,Localized measurement of image fractal dimension using gabor filters.,journals/jvcir/SuperB91,full paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,2022.0,24,Computer Architecture|Computer Networking|Languages & Compilers|Indexing|Distributed Systems|Data Science|Machine Learning|Data Modeling,Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,journals/computers/SvetlakovKKKM22,full paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",1998.0,28,Computer Architecture|MLOps|Languages & Compilers|Computer Networking|Indexing|Big Data|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Modeling,"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",journals/ec/SmithH98,poster
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,2005.0,14,Databases|Computer Networking|Languages & Compilers|MLOps|Big Data|Distributed Systems|Computer Science|Data structures & Algorithms|Databases|Machine Learning,On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,journals/arscom/BialostockiS05,demo paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,2019.0,21,Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Distributed Systems|Information Systems|Hardware|Data Science|Data Modeling,Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,journals/cbm/ParkLLI19,short paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,2021.0,17,MLOps|Operating Systems|Indexing|Big Data|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,journals/chb/KangDEMK21,demo paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,1992.0,10,Databases|Computer Architecture|Data Processing|Operating Systems|Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Data Modeling,Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,journals/nar/MatsugiMI92,poster
Das Regionale Wirtschaftsarchiv in Berlin.,2019.0,14,Databases|Computer Architecture|MLOps|Computer Networking|Operating Systems|Indexing|Computer Science|Hardware|Databases|Machine Learning,Das Regionale Wirtschaftsarchiv in Berlin.,journals/nfd/BerghausenE19,short paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,2014.0,26,Languages & Compilers|Operating Systems|Big Data|Hardware|Databases,Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,journals/jcphy/MontecinosT14,full paper
Dimension quotients of metabelian Lie rings.,2017.0,18,Computer Networking|Operating Systems|Indexing|Distributed Systems|Hardware|Data Science|Machine Learning,Dimension quotients of metabelian Lie rings.,journals/ijac/PassiS17,short paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,2002.0,25,Data Processing|Indexing|Big Data|Distributed Systems|Information Systems|Databases,Density of Extremal Sets in Multivariate Chebyshev Approximation.,journals/jat/Kroo02a,demo paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,2016.0,25,Computer Architecture|MLOps|Data Processing|Computer Networking|Big Data|Distributed Systems|Computer Science|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Data Science|Data Modeling,Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,journals/peng/BreidensteinDVR16,demo paper
Editorial on the special issue of RTNS 2020.,2022.0,21,Databases|Computer Architecture|Computer Networking|Data Processing|MLOps|Big Data|Computer Science|Data Science|Machine Learning,Editorial on the special issue of RTNS 2020.,journals/rts/AltmeyerS22,full paper
Markov Chain Model for Events Following Induced Abortion.,1976.0,13,Databases|MLOps|Data Processing|Indexing|Big Data|Mathematics for Computer Science|Information Systems|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Markov Chain Model for Events Following Induced Abortion.,journals/ior/ShachtmanH76,full paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,2019.0,12,Databases|Computer Architecture|Data Processing|Operating Systems|Big Data|Machine Learning|Data Modeling,An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,journals/wpc/JenefaA19,poster
Path partition for graphs with special blocks.,2005.0,16,Databases|Operating Systems|Indexing|Information Systems|Hardware,Path partition for graphs with special blocks.,journals/dam/PanC05,poster
Shape symmetry analysis of breast tumors on ultrasound images.,2009.0,23,Computer Architecture|Computer Networking|Data Processing|Mathematics for Computer Science|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,Shape symmetry analysis of breast tumors on ultrasound images.,journals/cbm/YangZCLC09,poster
Piezo/Tribotronics Toward Smart Flexible Sensors.,2020.0,15,Databases|Computer Architecture|MLOps|Big Data|Distributed Systems|Data Science|Databases,Piezo/Tribotronics Toward Smart Flexible Sensors.,journals/aisy/YuYS20,demo paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",2016.0,21,Databases|Computer Architecture|Data Processing|Languages & Compilers|Information Systems|Data structures & Algorithms|Data Science|Machine Learning|Data Modeling,"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",journals/jifs/ChenCDL16,full paper
"Reminiscences ""Back in the Good Old Days..."".",1999.0,18,MLOps|Indexing|Big Data|Distributed Systems|Data Modeling,"Reminiscences ""Back in the Good Old Days..."".",journals/rc/Corliss99,full paper
Open hypermedia for product support.,2002.0,28,Databases|Computer Architecture|Data Processing|Operating Systems|Indexing|Data structures & Algorithms|Hardware|Data Science|Databases|Machine Learning|Data Modeling,Open hypermedia for product support.,journals/ijsysc/WillsSCH02,full paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,2018.0,24,Databases|Computer Architecture|Computer Networking|Data Processing|Languages & Compilers|Distributed Systems|Computer Science|Mathematics for Computer Science|Data structures & Algorithms|Data Science,Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,journals/siamads/SchwiegerSR18,short paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,2008.0,16,Computer Architecture|MLOps|Data Processing|Computer Networking|Operating Systems|Languages & Compilers|Indexing|Big Data|Data structures & Algorithms|Hardware|Data Science,The effects of transparency on trust in and acceptance of a content-based art recommender.,journals/umuai/CramerERSRSAW08,poster
An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,2022.0,20,Computer Networking|Data Processing|Data Modeling|Operating Systems,An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,journals/ijsir/NaikSPA22,short paper
Intelligent Modeling and Verification 2014.,2014.0,13,Databases|Computer Architecture|MLOps|Computer Networking|Data Processing|Operating Systems|Distributed Systems|Computer Science|Information Systems|Data Science|Databases|Machine Learning,Intelligent Modeling and Verification 2014.,journals/jam/LuoSYT14,full paper
