name,area,type
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Operating Systems,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Indexing,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Big Data,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Computer Science,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Mathematics for Computer Science,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Data structures & Algorithms,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Databases,paper
Local bifurcation Boundary and Steady-State Security Boundary in Large Electric Power Systems: Numerical Studies.,Data Modeling,paper
Monotonicity properties of wholesale price contracts.,Data Management,paper
Monotonicity properties of wholesale price contracts.,Computer Networking,paper
Monotonicity properties of wholesale price contracts.,Data Processing,paper
Monotonicity properties of wholesale price contracts.,Operating Systems,paper
Monotonicity properties of wholesale price contracts.,Distributed Systems,paper
Monotonicity properties of wholesale price contracts.,Computer Science,paper
Monotonicity properties of wholesale price contracts.,Mathematics for Computer Science,paper
Monotonicity properties of wholesale price contracts.,Hardware,paper
Monotonicity properties of wholesale price contracts.,Data Modeling,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Data Management,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Computer Architecture,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Languages & Compilers,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Indexing,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Big Data,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Computer Science,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Mathematics for Computer Science,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Data structures & Algorithms,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Data Science,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Databases,paper
Distance Oracles beyond the Thorup-Zwick Bound.,Data Modeling,paper
Maximum semi-matching problem in bipartite graphs.,Data Management,paper
Maximum semi-matching problem in bipartite graphs.,Computer Architecture,paper
Maximum semi-matching problem in bipartite graphs.,Data Processing,paper
Maximum semi-matching problem in bipartite graphs.,Operating Systems,paper
Maximum semi-matching problem in bipartite graphs.,Data Science,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Computer Architecture,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Languages & Compilers,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Operating Systems,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Indexing,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Information Systems,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Hardware,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Data Science,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Databases,paper
MM-DSS: Integrating multimedia and decision-making knowledge in decision support systems.,Data Modeling,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Computer Networking,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Languages & Compilers,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Operating Systems,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Information Systems,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Data Science,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Databases,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Machine Learning,paper
Feature-basierte Modellierung und Analyse von Variabilität in Produktlinienanforderungen.,Data Modeling,paper
Problem 11378.,Computer Architecture,paper
Problem 11378.,MLOps,paper
Problem 11378.,Computer Networking,paper
Problem 11378.,Big Data,paper
Problem 11378.,Data structures & Algorithms,paper
Problem 11378.,Data Science,paper
Problem 11378.,Data Modeling,paper
Software Productivity in DevOps.,MLOps,paper
Software Productivity in DevOps.,Data Processing,paper
Software Productivity in DevOps.,Operating Systems,paper
Software Productivity in DevOps.,Big Data,paper
Software Productivity in DevOps.,Information Systems,paper
Software Productivity in DevOps.,Hardware,paper
Software Productivity in DevOps.,Data Science,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Computer Architecture,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Computer Networking,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Data Processing,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Indexing,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Big Data,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Distributed Systems,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Mathematics for Computer Science,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Information Systems,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Data structures & Algorithms,paper
SMS Banking: An Exploratory Investigation of the Factors Influencing Future Use.,Data Science,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Computer Architecture,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,MLOps,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Data Processing,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Languages & Compilers,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Big Data,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Mathematics for Computer Science,paper
Improving amplify-and-forward relay networks: optimal power allocation versus selection.,Information Systems,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Data Management,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Computer Architecture,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Computer Networking,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Computer Science,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Mathematics for Computer Science,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Information Systems,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Data structures & Algorithms,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Hardware,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Data Science,paper
Updating the Agenda for Academic Libraries and Scholarly Communications.,Machine Learning,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Computer Architecture,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,MLOps,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Data Processing,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Indexing,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Big Data,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Distributed Systems,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Mathematics for Computer Science,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Data structures & Algorithms,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Hardware,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Data Science,paper
Creating accessible educational multimedia through editing automatic speech recognition captioning in real time.,Data Modeling,paper
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,Data Management,paper
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,Distributed Systems,paper
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,Computer Science,paper
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,Hardware,paper
An extended KCF tracking algorithm based on TLD structure in low frame rate videos.,Data Science,paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,Computer Architecture,paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,Languages & Compilers,paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,Big Data,paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,Databases,paper
An adaptive memory methodology for the vehicle routing problem with simultaneous pick-ups and deliveries.,Machine Learning,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Computer Networking,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Data Processing,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Languages & Compilers,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Operating Systems,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,MLOps,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Big Data,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Distributed Systems,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Computer Science,paper
Into Scandinavia: When Online Fatherhood Reflects Societal Infrastructures.,Data structures & Algorithms,paper
Localized measurement of image fractal dimension using gabor filters.,Data Processing,paper
Localized measurement of image fractal dimension using gabor filters.,Indexing,paper
Localized measurement of image fractal dimension using gabor filters.,Distributed Systems,paper
Localized measurement of image fractal dimension using gabor filters.,Hardware,paper
Localized measurement of image fractal dimension using gabor filters.,Data Science,paper
Localized measurement of image fractal dimension using gabor filters.,Databases,paper
Localized measurement of image fractal dimension using gabor filters.,Machine Learning,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Computer Architecture,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Computer Networking,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Languages & Compilers,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Indexing,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Distributed Systems,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Data Science,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Machine Learning,paper
Representation Learning for EEG-Based Biometrics Using Hilbert-Huang Transform.,Data Modeling,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Computer Architecture,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",MLOps,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Languages & Compilers,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Computer Networking,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Indexing,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Big Data,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Computer Science,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Information Systems,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Data structures & Algorithms,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Hardware,paper
"Code Growth, Explicitly Defined Introns, and Alternative Selection Schemes.",Data Modeling,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Data Management,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Computer Networking,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Languages & Compilers,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,MLOps,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Big Data,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Distributed Systems,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Computer Science,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Data structures & Algorithms,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Databases,paper
On constrained 2-Partitions of monochromatic sets and generalizations in the sense of Erdos-Ginzburg-Ziv.,Machine Learning,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Computer Architecture,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Computer Networking,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Data Processing,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Languages & Compilers,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Distributed Systems,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Information Systems,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Hardware,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Data Science,paper
Comparison of magnetic field distributions generated by various permanent magnets for transcranial static magnetic stimulation: A simulation study.,Data Modeling,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,MLOps,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Operating Systems,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Indexing,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Big Data,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Mathematics for Computer Science,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Information Systems,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Data structures & Algorithms,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Hardware,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Data Science,paper
Does virtual reality affect behavioral intention? Testing engagement processes in a K-Pop video on YouTube.,Data Modeling,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Data Management,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Computer Architecture,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Data Processing,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Operating Systems,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Computer Science,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Information Systems,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Data structures & Algorithms,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Hardware,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Data Science,paper
Nucleotide sequence of tryptophan tRNA from Bacillus subtilis.,Data Modeling,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Data Management,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Computer Architecture,paper
Das Regionale Wirtschaftsarchiv in Berlin.,MLOps,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Computer Networking,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Operating Systems,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Indexing,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Computer Science,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Hardware,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Databases,paper
Das Regionale Wirtschaftsarchiv in Berlin.,Machine Learning,paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,Languages & Compilers,paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,Operating Systems,paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,Big Data,paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,Hardware,paper
Reformulations for general advection-diffusion-reaction equations and locally implicit ADER schemes.,Databases,paper
Dimension quotients of metabelian Lie rings.,Computer Networking,paper
Dimension quotients of metabelian Lie rings.,Operating Systems,paper
Dimension quotients of metabelian Lie rings.,Indexing,paper
Dimension quotients of metabelian Lie rings.,Distributed Systems,paper
Dimension quotients of metabelian Lie rings.,Hardware,paper
Dimension quotients of metabelian Lie rings.,Data Science,paper
Dimension quotients of metabelian Lie rings.,Machine Learning,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Data Processing,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Indexing,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Big Data,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Distributed Systems,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Information Systems,paper
Density of Extremal Sets in Multivariate Chebyshev Approximation.,Databases,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Computer Architecture,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,MLOps,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Data Processing,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Computer Networking,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Big Data,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Distributed Systems,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Computer Science,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Mathematics for Computer Science,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Information Systems,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Data structures & Algorithms,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Data Science,paper
Influence of the residual stress state of coatings on the wear behavior in external turning of AISI 4140 and Ti-6Al-4V.,Data Modeling,paper
Editorial on the special issue of RTNS 2020.,Data Management,paper
Editorial on the special issue of RTNS 2020.,Computer Architecture,paper
Editorial on the special issue of RTNS 2020.,Computer Networking,paper
Editorial on the special issue of RTNS 2020.,Data Processing,paper
Editorial on the special issue of RTNS 2020.,MLOps,paper
Editorial on the special issue of RTNS 2020.,Big Data,paper
Editorial on the special issue of RTNS 2020.,Computer Science,paper
Editorial on the special issue of RTNS 2020.,Data Science,paper
Editorial on the special issue of RTNS 2020.,Machine Learning,paper
Markov Chain Model for Events Following Induced Abortion.,Data Management,paper
Markov Chain Model for Events Following Induced Abortion.,MLOps,paper
Markov Chain Model for Events Following Induced Abortion.,Data Processing,paper
Markov Chain Model for Events Following Induced Abortion.,Indexing,paper
Markov Chain Model for Events Following Induced Abortion.,Big Data,paper
Markov Chain Model for Events Following Induced Abortion.,Mathematics for Computer Science,paper
Markov Chain Model for Events Following Induced Abortion.,Information Systems,paper
Markov Chain Model for Events Following Induced Abortion.,Data structures & Algorithms,paper
Markov Chain Model for Events Following Induced Abortion.,Hardware,paper
Markov Chain Model for Events Following Induced Abortion.,Data Science,paper
Markov Chain Model for Events Following Induced Abortion.,Databases,paper
Markov Chain Model for Events Following Induced Abortion.,Machine Learning,paper
Markov Chain Model for Events Following Induced Abortion.,Data Modeling,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Data Management,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Computer Architecture,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Data Processing,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Operating Systems,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Big Data,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Machine Learning,paper
An Enhanced Secure Authentication Scheme for Vehicular Ad Hoc Networks Without Pairings.,Data Modeling,paper
Path partition for graphs with special blocks.,Data Management,paper
Path partition for graphs with special blocks.,Operating Systems,paper
Path partition for graphs with special blocks.,Indexing,paper
Path partition for graphs with special blocks.,Information Systems,paper
Path partition for graphs with special blocks.,Hardware,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Computer Architecture,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Computer Networking,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Data Processing,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Mathematics for Computer Science,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Data structures & Algorithms,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Data Science,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Machine Learning,paper
Shape symmetry analysis of breast tumors on ultrasound images.,Data Modeling,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Data Management,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Computer Architecture,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,MLOps,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Big Data,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Distributed Systems,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Data Science,paper
Piezo/Tribotronics Toward Smart Flexible Sensors.,Databases,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Data Management,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Computer Architecture,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Data Processing,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Languages & Compilers,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Information Systems,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Data structures & Algorithms,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Data Science,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Machine Learning,paper
"Triangular intuitionistic fuzzy random decision making based on combination of parametric estimation, score functions, and prospect theory.",Data Modeling,paper
"Reminiscences ""Back in the Good Old Days..."".",MLOps,paper
"Reminiscences ""Back in the Good Old Days..."".",Indexing,paper
"Reminiscences ""Back in the Good Old Days..."".",Big Data,paper
"Reminiscences ""Back in the Good Old Days..."".",Distributed Systems,paper
"Reminiscences ""Back in the Good Old Days..."".",Data Modeling,paper
Open hypermedia for product support.,Data Management,paper
Open hypermedia for product support.,Computer Architecture,paper
Open hypermedia for product support.,Data Processing,paper
Open hypermedia for product support.,Operating Systems,paper
Open hypermedia for product support.,Indexing,paper
Open hypermedia for product support.,Data structures & Algorithms,paper
Open hypermedia for product support.,Hardware,paper
Open hypermedia for product support.,Data Science,paper
Open hypermedia for product support.,Databases,paper
Open hypermedia for product support.,Machine Learning,paper
Open hypermedia for product support.,Data Modeling,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Data Management,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Computer Architecture,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Computer Networking,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Data Processing,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Languages & Compilers,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Distributed Systems,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Computer Science,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Mathematics for Computer Science,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Data structures & Algorithms,paper
Correspondence of Trap Spaces in Different Models of Bioregulatory Networks.,Data Science,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Computer Architecture,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,MLOps,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Data Processing,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Computer Networking,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Operating Systems,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Languages & Compilers,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Indexing,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Big Data,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Data structures & Algorithms,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Hardware,paper
The effects of transparency on trust in and acceptance of a content-based art recommender.,Data Science,paper
An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,Computer Networking,paper
An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,Data Processing,paper
An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,Data Modeling,paper
An Evolutionary Dynamic Control Cuckoo Search Algorithm for Solving the Constrained Engineering Design Problems.,Operating Systems,paper
Intelligent Modeling and Verification 2014.,Data Management,paper
Intelligent Modeling and Verification 2014.,Computer Architecture,paper
Intelligent Modeling and Verification 2014.,MLOps,paper
Intelligent Modeling and Verification 2014.,Computer Networking,paper
Intelligent Modeling and Verification 2014.,Data Processing,paper
Intelligent Modeling and Verification 2014.,Operating Systems,paper
Intelligent Modeling and Verification 2014.,Distributed Systems,paper
Intelligent Modeling and Verification 2014.,Computer Science,paper
Intelligent Modeling and Verification 2014.,Information Systems,paper
Intelligent Modeling and Verification 2014.,Data Science,paper
Intelligent Modeling and Verification 2014.,Databases,paper
Intelligent Modeling and Verification 2014.,Machine Learning,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Data Management,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Computer Architecture,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Computer Networking,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Data Processing,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Operating Systems,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Big Data,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Distributed Systems,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Hardware,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Machine Learning,paper
MyGeoHub - A sustainable and evolving geospatial science gateway.,Data Modeling,paper
Computational origami environment on the web.,MLOps,paper
Computational origami environment on the web.,Data Processing,paper
Computational origami environment on the web.,Operating Systems,paper
Computational origami environment on the web.,Big Data,paper
Computational origami environment on the web.,Data structures & Algorithms,paper
Computational origami environment on the web.,Data Science,paper
Computational origami environment on the web.,Machine Learning,paper
Computational origami environment on the web.,Data Modeling,paper
An efficient volume- rendering algorithm with an analytic approach.,Computer Architecture,paper
An efficient volume- rendering algorithm with an analytic approach.,MLOps,paper
An efficient volume- rendering algorithm with an analytic approach.,Languages & Compilers,paper
An efficient volume- rendering algorithm with an analytic approach.,Hardware,paper
An efficient volume- rendering algorithm with an analytic approach.,Machine Learning,paper
Product Cost Management Structures: a review and neural network modelling.,Languages & Compilers,paper
Product Cost Management Structures: a review and neural network modelling.,Operating Systems,paper
Product Cost Management Structures: a review and neural network modelling.,Computer Science,paper
Product Cost Management Structures: a review and neural network modelling.,Information Systems,paper
